idjunc,typejunc,xjunc,yjunc,incLanes,intLanes
:1722770116_5_0,internal,2152.49,388.66,"[':1722770116_3_0', '-404295023_0']",[':1722770116_0_0']
:1722770139_6_0,internal,1037.08,600.51,"[':1722770139_1_0', '160212577_0', '263684087#0_0']","[':1722770139_2_0', ':1722770139_4_0']"
:1722770139_7_0,internal,1035.44,600.89,"[':1722770139_5_0', '-263684087#1_0', '160212577_0']","[':1722770139_0_0', ':1722770139_3_0']"
:218231022_9_0,internal,2716.12,124.93,"[':218231022_5_0', '339736822#2_0', '83492482#1_0']","[':218231022_1_0', ':218231022_6_0']"
:218231022_10_0,internal,2713.31,125.48,"[':218231022_7_0', '-339736822#3_0']","[':218231022_1_0', ':218231022_2_0', ':218231022_3_0', ':218231022_4_0']"
:218231022_11_0,internal,2709.72,126.05,"[':218231022_8_0', '-339736822#3_0', '83492482#1_0']","[':218231022_0_0', ':218231022_4_0']"
:218231023_9_0,internal,2528.19,157.76,"[':218231023_5_0', '-22737645#0_0', '339736822#1_0']","[':218231023_1_0', ':218231023_6_0']"
:218231023_10_0,internal,2525.04,158.31,"[':218231023_7_0', '-339736822#2_0']","[':218231023_1_0', ':218231023_2_0', ':218231023_3_0', ':218231023_4_0']"
:218231023_11_0,internal,2521.99,158.71,"[':218231023_8_0', '-22737645#0_0', '-339736822#2_0']","[':218231023_0_0', ':218231023_4_0']"
:218231025_9_0,internal,2389.86,306.44,"[':218231025_1_0', '-339736822#1_0']","[':218231025_4_0', ':218231025_5_0', ':218231025_6_0', ':218231025_7_0']"
:218231025_10_0,internal,2389.99,309.67,"[':218231025_2_0', '-22737108#0_0', '-339736822#1_0']","[':218231025_3_0', ':218231025_7_0']"
:218231025_11_0,internal,2389.63,303.45,"[':218231025_8_0', '-22737108#0_0', '339736822#0_0']","[':218231025_0_0', ':218231025_4_0']"
:218231026_9_0,internal,2400.30,484.21,"[':218231026_1_0', '-118075890#3_0']","[':218231026_4_0', ':218231026_5_0', ':218231026_6_0', ':218231026_7_0']"
:218231026_10_0,internal,2400.44,487.42,"[':218231026_2_0', '-118075890#3_0', '-76047879#0_0']","[':218231026_3_0', ':218231026_7_0']"
:218231026_11_0,internal,2400.18,482.94,"[':218231026_8_0', '-76047879#0_0', '118075890#2_0']","[':218231026_0_0', ':218231026_4_0']"
:218231027_16_0,internal,2545.73,476.05,"[':218231027_6_0', '76047879#1_0']","[':218231027_1_0', ':218231027_2_0', ':218231027_9_0', ':218231027_10_0', ':218231027_11_0', ':218231027_12_0', ':218231027_13_0']"
:218231027_17_0,internal,2548.94,475.92,"[':218231027_7_0', '-22737645#8_0', '22737645#7_0', '76047879#1_0']","[':218231027_2_0', ':218231027_8_0', ':218231027_13_0']"
:218231027_18_0,internal,2545.96,476.14,"[':218231027_14_0', '-76047879#2_0']","[':218231027_1_0', ':218231027_2_0', ':218231027_3_0', ':218231027_4_0', ':218231027_5_0', ':218231027_9_0', ':218231027_10_0']"
:218231027_19_0,internal,2542.74,476.27,"[':218231027_15_0', '-22737645#8_0', '-76047879#2_0', '22737645#7_0']","[':218231027_0_0', ':218231027_5_0', ':218231027_10_0']"
:218252292_16_0,internal,2432.12,482.47,"[':218252292_6_0', '76047879#0_0']","[':218252292_1_0', ':218252292_2_0', ':218252292_9_0', ':218252292_10_0', ':218252292_11_0', ':218252292_12_0', ':218252292_13_0']"
:218252292_17_0,internal,2435.44,482.33,"[':218252292_7_0', '-219220209#9_0', '219220209#8_0', '76047879#0_0']","[':218252292_2_0', ':218252292_8_0', ':218252292_13_0']"
:218252292_18_0,internal,2432.26,482.48,"[':218252292_14_0', '-76047879#1_0']","[':218252292_1_0', ':218252292_2_0', ':218252292_3_0', ':218252292_4_0', ':218252292_5_0', ':218252292_9_0', ':218252292_10_0']"
:218252292_19_0,internal,2429.11,482.69,"[':218252292_15_0', '-219220209#9_0', '-76047879#1_0', '219220209#8_0']","[':218252292_0_0', ':218252292_5_0', ':218252292_10_0']"
:2187190480_6_0,internal,1120.30,1091.90,"[':2187190480_1_0', '208425613_0', '555282429#0_0']","[':2187190480_2_0', ':2187190480_5_0']"
:2187190480_7_0,internal,1118.60,1091.64,"[':2187190480_3_0', '-555282429#1_0', '208425613_0']","[':2187190480_0_0', ':2187190480_4_0']"
:2288512304_9_0,internal,2142.80,264.54,"[':2288512304_1_0', '118793670#0_0']","[':2288512304_4_0', ':2288512304_5_0', ':2288512304_6_0', ':2288512304_7_0']"
:2288512304_10_0,internal,2146.32,263.13,"[':2288512304_2_0', '118793670#0_0', '97050358_0']","[':2288512304_3_0', ':2288512304_7_0']"
:2288512304_11_0,internal,2139.93,265.80,"[':2288512304_8_0', '-118793670#1_0', '97050358_0']","[':2288512304_0_0', ':2288512304_4_0']"
:2288531877_6_0,internal,1672.61,294.47,"[':2288531877_3_0', '-26824662#3_0', '219716161_0']","[':2288531877_1_0', ':2288531877_4_0']"
:2288531877_7_0,internal,1667.76,294.57,"[':2288531877_5_0', '219716161_0', '26824662#2_0']","[':2288531877_0_0', ':2288531877_2_0']"
:2288560814_12_0,internal,2232.34,960.35,"[':2288560814_5_0', '119372733#0_0']","[':2288560814_1_0', ':2288560814_2_0', ':2288560814_3_0', ':2288560814_8_0', ':2288560814_9_0', ':2288560814_10_0']"
:2288560814_13_0,internal,2232.40,960.34,"[':2288560814_6_0', '119372733#0_0']","[':2288560814_2_0', ':2288560814_3_0', ':2288560814_9_0', ':2288560814_10_0']"
:2288560814_14_0,internal,2231.73,960.53,"[':2288560814_7_0', '119372733#0_0', '548881050#0_0']","[':2288560814_3_0', ':2288560814_10_0']"
:2288560814_15_0,internal,2230.33,960.83,"[':2288560814_11_0', '-119372733#1_0', '548881050#0_0']","[':2288560814_0_0', ':2288560814_4_0']"
:2419392997_9_0,internal,2164.04,765.59,"[':2419392997_1_0', '-145848960#2_0']","[':2419392997_3_0', ':2419392997_4_0', ':2419392997_7_0', ':2419392997_8_0']"
:2419392997_10_0,internal,2164.04,765.87,"[':2419392997_2_0', '-145848960#2_0', '142053895#2_0']","[':2419392997_4_0', ':2419392997_8_0']"
:2419392997_11_0,internal,2163.74,764.15,"[':2419392997_5_0', '142053895#2_0', '145848960#1_0']","[':2419392997_0_0', ':2419392997_6_0']"
:2419392999_9_0,internal,2117.40,774.02,"[':2419392999_1_0', '-145848962#2_0']","[':2419392999_3_0', ':2419392999_4_0', ':2419392999_7_0', ':2419392999_8_0']"
:2419392999_10_0,internal,2117.40,774.28,"[':2419392999_2_0', '-145848962#2_0', '142053895#1_0']","[':2419392999_4_0', ':2419392999_8_0']"
:2419392999_11_0,internal,2117.09,772.59,"[':2419392999_5_0', '142053895#1_0', '145848962#1_0']","[':2419392999_0_0', ':2419392999_6_0']"
:2419393000_9_0,internal,2022.78,792.37,"[':2419393000_1_0', '-142053903#1_0']","[':2419393000_3_0', ':2419393000_4_0', ':2419393000_7_0', ':2419393000_8_0']"
:2419393000_10_0,internal,2022.78,792.63,"[':2419393000_2_0', '-142053903#1_0', '142053895#0_0']","[':2419393000_4_0', ':2419393000_8_0']"
:2419393000_11_0,internal,2022.48,790.95,"[':2419393000_5_0', '142053895#0_0', '142053903#0_0']","[':2419393000_0_0', ':2419393000_6_0']"
:2459136196_9_0,internal,2378.35,525.64,"[':2459136196_2_0', '-250683476#3_0', '238046163#0_0']","[':2459136196_3_0', ':2459136196_6_0']"
:2459136196_10_0,internal,2378.01,524.07,"[':2459136196_7_0', '250683476#2_0']","[':2459136196_0_0', ':2459136196_1_0', ':2459136196_4_0', ':2459136196_5_0']"
:2459136196_11_0,internal,2378.01,523.79,"[':2459136196_8_0', '238046163#0_0', '250683476#2_0']","[':2459136196_1_0', ':2459136196_5_0']"
:2495269430_6_0,internal,2726.93,296.58,"[':2495269430_1_0', '-30025170#7_0', '241958422_0']","[':2495269430_2_0', ':2495269430_5_0']"
:2495269430_7_0,internal,2726.80,296.59,"[':2495269430_3_0', '241958422_0', '30025170#6_0']","[':2495269430_0_0', ':2495269430_4_0']"
:2495269431_6_0,internal,2768.11,296.00,"[':2495269431_3_0', '-30025170#6_0', '241958416_0']","[':2495269431_1_0', ':2495269431_4_0']"
:2495269431_7_0,internal,2765.79,296.71,"[':2495269431_5_0', '241958416_0', '30025170#5_0']","[':2495269431_0_0', ':2495269431_2_0']"
:2570787055_9_0,internal,2399.97,479.45,"[':2570787055_2_0', '-118075890#4_0', '-250683475#0_0']","[':2570787055_3_0', ':2570787055_7_0']"
:2570787055_10_0,internal,2399.76,477.10,"[':2570787055_4_0', '118075890#3_0']","[':2570787055_0_0', ':2570787055_1_0', ':2570787055_7_0', ':2570787055_8_0']"
:2570787055_11_0,internal,2399.67,474.45,"[':2570787055_5_0', '-250683475#0_0', '118075890#3_0']","[':2570787055_1_0', ':2570787055_6_0']"
:2570787086_4_0,internal,2254.99,592.91,"[':2570787086_1_0', '-250683476#0_0']",[':2570787086_2_0']
:2570787086_5_0,internal,2255.29,592.10,"[':2570787086_3_0', '250683473#1_0']",[':2570787086_0_0']
:2570787092_9_0,internal,2358.40,603.61,"[':2570787092_1_0', '83487127#4_0']","[':2570787092_4_0', ':2570787092_5_0', ':2570787092_6_0', ':2570787092_7_0']"
:2570787092_10_0,internal,2361.75,603.06,"[':2570787092_2_0', '-250683471#0_0', '83487127#4_0']","[':2570787092_3_0', ':2570787092_7_0']"
:2570787092_11_0,internal,2355.61,604.22,"[':2570787092_8_0', '-250683471#0_0', '-83487127#5_0']","[':2570787092_0_0', ':2570787092_4_0']"
:2570787094_9_0,internal,2254.59,623.29,"[':2570787094_1_0', '83487127#3_0']","[':2570787094_4_0', ':2570787094_5_0', ':2570787094_6_0', ':2570787094_7_0']"
:2570787094_10_0,internal,2258.02,622.69,"[':2570787094_2_0', '-250683473#0_0', '83487127#3_0']","[':2570787094_3_0', ':2570787094_7_0']"
:2570787094_11_0,internal,2251.66,623.89,"[':2570787094_8_0', '-250683473#0_0', '-83487127#4_0']","[':2570787094_0_0', ':2570787094_4_0']"
:2570787101_16_0,internal,1907.37,695.72,"[':2570787101_2_0', '408197310#0_0']","[':2570787101_5_0', ':2570787101_6_0', ':2570787101_7_0', ':2570787101_8_0', ':2570787101_9_0', ':2570787101_13_0', ':2570787101_14_0']"
:2570787101_17_0,internal,1907.78,698.98,"[':2570787101_3_0', '-219719294#3_0', '219719294#2_0', '408197310#0_0']","[':2570787101_4_0', ':2570787101_9_0', ':2570787101_14_0']"
:2570787101_18_0,internal,1907.35,695.98,"[':2570787101_10_0', '-408197310#1_0']","[':2570787101_0_0', ':2570787101_1_0', ':2570787101_5_0', ':2570787101_6_0', ':2570787101_13_0', ':2570787101_14_0', ':2570787101_15_0']"
:2570787101_19_0,internal,1906.90,693.04,"[':2570787101_11_0', '-219719294#3_0', '-408197310#1_0', '219719294#2_0']","[':2570787101_1_0', ':2570787101_6_0', ':2570787101_12_0']"
:2570787110_6_0,internal,1908.67,704.50,"[':2570787110_1_0', '219719296#3_0', '408197310#1_0']","[':2570787110_2_0', ':2570787110_4_0']"
:2570787110_7_0,internal,1908.41,702.84,"[':2570787110_5_0', '-408197310#2_0', '219719296#3_0']","[':2570787110_0_0', ':2570787110_3_0']"
:2685393359_4_0,internal,1573.41,416.48,"[':2685393359_1_0', '140538733_0']",[':2685393359_2_0']
:2685393359_5_0,internal,1571.71,416.78,"[':2685393359_3_0', '-262879708_0']",[':2685393359_0_0']
:2693152444_16_0,internal,1344.75,535.57,"[':2693152444_2_0', '450271746#0_0']","[':2693152444_5_0', ':2693152444_6_0', ':2693152444_7_0', ':2693152444_8_0', ':2693152444_9_0', ':2693152444_13_0', ':2693152444_14_0']"
:2693152444_17_0,internal,1344.99,536.68,"[':2693152444_3_0', '-263684089_0', '263684088_0', '450271746#0_0']","[':2693152444_4_0', ':2693152444_9_0', ':2693152444_14_0']"
:2693152444_18_0,internal,1344.70,532.05,"[':2693152444_6_0', '263684088_0']","[':2693152444_1_0', ':2693152444_2_0', ':2693152444_9_0', ':2693152444_10_0', ':2693152444_11_0', ':2693152444_12_0', ':2693152444_13_0']"
:2693152444_19_0,internal,1345.48,531.86,"[':2693152444_7_0', '-450271746#1_0', '263684088_0', '450271746#0_0']","[':2693152444_2_0', ':2693152444_8_0', ':2693152444_13_0']"
:2693152444_20_0,internal,1344.16,528.76,"[':2693152444_10_0', '-450271746#1_0']","[':2693152444_0_0', ':2693152444_1_0', ':2693152444_5_0', ':2693152444_6_0', ':2693152444_13_0', ':2693152444_14_0', ':2693152444_15_0']"
:2693152444_21_0,internal,1343.87,527.44,"[':2693152444_11_0', '-263684089_0', '-450271746#1_0', '263684088_0']","[':2693152444_1_0', ':2693152444_6_0', ':2693152444_12_0']"
:2693152444_22_0,internal,1344.28,532.17,"[':2693152444_14_0', '-263684089_0']","[':2693152444_1_0', ':2693152444_2_0', ':2693152444_3_0', ':2693152444_4_0', ':2693152444_5_0', ':2693152444_9_0', ':2693152444_10_0']"
:2693152444_23_0,internal,1343.52,532.23,"[':2693152444_15_0', '-263684089_0', '-450271746#1_0', '450271746#0_0']","[':2693152444_0_0', ':2693152444_5_0', ':2693152444_10_0']"
:294267565_8_0,internal,1863.63,285.61,"[':294267565_3_0', '-26824662#2_0', '219716162_0', '326551910_0']","[':294267565_1_0', ':294267565_4_0', ':294267565_6_0']"
:294267565_9_0,internal,1858.01,284.83,"[':294267565_7_0', '219716162_0', '26824662#1_0', '326551910_0']","[':294267565_0_0', ':294267565_2_0', ':294267565_5_0']"
:294267786_6_0,internal,1911.24,284.75,"[':294267786_1_0', '-26824662#1_0', '118741577_0']","[':294267786_2_0', ':294267786_4_0']"
:294267786_7_0,internal,1903.98,284.05,"[':294267786_5_0', '118741577_0', '26824662#0_0']","[':294267786_0_0', ':294267786_3_0']"
:294268895_16_0,internal,1411.90,410.42,"[':294268895_2_0', '-26824848#4_0']","[':294268895_5_0', ':294268895_6_0', ':294268895_7_0', ':294268895_8_0', ':294268895_9_0', ':294268895_13_0', ':294268895_14_0']"
:294268895_17_0,internal,1414.36,411.40,"[':294268895_3_0', '-26824662#6_0', '-26824848#4_0', '26824662#5_0']","[':294268895_4_0', ':294268895_9_0', ':294268895_14_0']"
:294268895_18_0,internal,1409.78,409.71,"[':294268895_10_0', '26824848#3_0']","[':294268895_0_0', ':294268895_1_0', ':294268895_5_0', ':294268895_6_0', ':294268895_13_0', ':294268895_14_0', ':294268895_15_0']"
:294268895_19_0,internal,1407.95,408.93,"[':294268895_11_0', '-26824662#6_0', '26824662#5_0', '26824848#3_0']","[':294268895_1_0', ':294268895_6_0', ':294268895_12_0']"
:294273191_16_0,internal,1457.16,514.22,"[':294273191_2_0', '263684089_0']","[':294273191_5_0', ':294273191_6_0', ':294273191_7_0', ':294273191_8_0', ':294273191_9_0', ':294273191_13_0', ':294273191_14_0']"
:294273191_17_0,internal,1458.16,515.42,"[':294273191_3_0', '-26824848#0_0', '263684089_0', '47519280#4_0']","[':294273191_4_0', ':294273191_9_0', ':294273191_14_0']"
:294273191_18_0,internal,1461.06,512.07,"[':294273191_7_0', '-26824848#0_0', '-392689403#0_0', '263684089_0']","[':294273191_2_0', ':294273191_8_0', ':294273191_13_0']"
:294273191_19_0,internal,1457.88,512.91,"[':294273191_10_0', '47519280#4_0']","[':294273191_0_0', ':294273191_1_0', ':294273191_5_0', ':294273191_6_0', ':294273191_13_0', ':294273191_14_0', ':294273191_15_0']"
:294273191_20_0,internal,1454.63,513.66,"[':294273191_15_0', '-26824848#0_0', '-392689403#0_0', '47519280#4_0']","[':294273191_0_0', ':294273191_5_0', ':294273191_10_0']"
:3058691082_6_0,internal,1991.82,1089.79,"[':3058691082_3_0', '408197310#4_0', '544895463#1_0']","[':3058691082_1_0', ':3058691082_4_0']"
:3058691082_7_0,internal,1990.91,1089.85,"[':3058691082_5_0', '-408197310#5_0', '544895463#1_0']","[':3058691082_0_0', ':3058691082_2_0']"
:3058691084_9_0,internal,2246.05,1045.91,"[':3058691084_4_0', '408197310#5_0']","[':3058691084_1_0', ':3058691084_2_0', ':3058691084_6_0', ':3058691084_7_0']"
:3058691084_10_0,internal,2245.85,1045.90,"[':3058691084_5_0', '142053897#2_0', '408197310#5_0']","[':3058691084_2_0', ':3058691084_7_0']"
:3058691084_11_0,internal,2245.06,1046.03,"[':3058691084_8_0', '-548881049_0', '142053897#2_0']","[':3058691084_0_0', ':3058691084_3_0']"
:330586156_9_0,internal,2710.09,317.13,"[':330586156_1_0', '30025152#3_0']","[':330586156_3_0', ':330586156_4_0', ':330586156_6_0', ':330586156_7_0']"
:330586156_10_0,internal,2710.65,317.70,"[':330586156_2_0', '30025151_0', '30025152#3_0']","[':330586156_4_0', ':330586156_7_0']"
:330586157_6_0,internal,2726.12,338.47,"[':330586157_1_0', '241958402#1_0', '30025156#1_0']","[':330586157_2_0', ':330586157_4_0']"
:330586157_7_0,internal,2726.01,337.26,"[':330586157_5_0', '-241958402#2_0', '30025156#1_0']","[':330586157_0_0', ':330586157_3_0']"
:330586634_8_0,internal,2781.13,291.97,"[':330586634_3_0', '-30025170#5_0', '241958411_0', '30025158#1_0']","[':330586634_1_0', ':330586634_4_0', ':330586634_7_0']"
:330586634_9_0,internal,2777.29,293.19,"[':330586634_5_0', '241958411_0', '30025158#1_0', '30025170#4_0']","[':330586634_0_0', ':330586634_2_0', ':330586634_6_0']"
:330593434_6_0,internal,2634.38,292.90,"[':330593434_1_0', '22737108#3_0', '30025510_0']","[':330593434_2_0', ':330593434_5_0']"
:330593434_7_0,internal,2631.76,293.04,"[':330593434_3_0', '-22737108#4_0', '30025510_0']","[':330593434_0_0', ':330593434_4_0']"
:3649075938_9_0,internal,2374.11,600.72,"[':3649075938_5_0', '360349169_0', '83487127#5_0']","[':3649075938_1_0', ':3649075938_6_0']"
:3649075938_10_0,internal,2371.22,601.34,"[':3649075938_7_0', '-83487127#6_0']","[':3649075938_1_0', ':3649075938_2_0', ':3649075938_3_0', ':3649075938_4_0']"
:3649075938_11_0,internal,2368.02,601.87,"[':3649075938_8_0', '-83487127#6_0', '360349169_0']","[':3649075938_0_0', ':3649075938_4_0']"
:3660387658_4_0,internal,1464.46,579.07,"[':3660387658_1_0', '-361585732#0_0']",[':3660387658_2_0']
:3660387658_5_0,internal,1465.15,581.74,"[':3660387658_3_0', '-219719294#0_0']",[':3660387658_0_0']
:3660387663_9_0,internal,1555.07,748.51,"[':3660387663_5_0', '384196610#1_0', '450271743_0']","[':3660387663_1_0', ':3660387663_6_0']"
:3660387663_10_0,internal,1554.14,748.64,"[':3660387663_7_0', '-408197311#0_0']","[':3660387663_1_0', ':3660387663_2_0', ':3660387663_3_0', ':3660387663_4_0']"
:3660387663_11_0,internal,1553.40,748.78,"[':3660387663_8_0', '-408197311#0_0', '384196610#1_0']","[':3660387663_0_0', ':3660387663_4_0']"
:3660387667_9_0,internal,1906.69,689.46,"[':3660387667_2_0', '-408197311#3_0', '408197311#2_0']","[':3660387667_3_0', ':3660387667_7_0']"
:3660387667_10_0,internal,1908.94,686.06,"[':3660387667_5_0', '-408197310#0_0', '408197311#2_0']","[':3660387667_1_0', ':3660387667_6_0']"
:3660387667_11_0,internal,1906.13,686.58,"[':3660387667_7_0', '-408197311#3_0']","[':3660387667_1_0', ':3660387667_2_0', ':3660387667_3_0', ':3660387667_4_0']"
:3660387667_12_0,internal,1902.89,687.11,"[':3660387667_8_0', '-408197310#0_0', '-408197311#3_0']","[':3660387667_0_0', ':3660387667_4_0']"
:3715140486_16_0,internal,2255.70,609.98,"[':3715140486_2_0', '370878973#5_0']","[':3715140486_5_0', ':3715140486_6_0', ':3715140486_7_0', ':3715140486_8_0', ':3715140486_9_0', ':3715140486_13_0', ':3715140486_14_0']"
:3715140486_17_0,internal,2259.00,609.48,"[':3715140486_3_0', '-250683473#1_0', '250683473#0_0', '370878973#5_0']","[':3715140486_4_0', ':3715140486_9_0', ':3715140486_14_0']"
:3715140486_18_0,internal,2254.56,610.28,"[':3715140486_10_0', '-475039276#0_0']","[':3715140486_0_0', ':3715140486_1_0', ':3715140486_5_0', ':3715140486_6_0', ':3715140486_13_0', ':3715140486_14_0', ':3715140486_15_0']"
:3715140486_19_0,internal,2251.20,610.81,"[':3715140486_11_0', '-250683473#1_0', '-475039276#0_0', '250683473#0_0']","[':3715140486_1_0', ':3715140486_6_0', ':3715140486_12_0']"
:3745513976_9_0,internal,2406.44,587.68,"[':3745513976_2_0', '-118075890#0_0', '475039276#1_0']","[':3745513976_3_0', ':3745513976_7_0']"
:3745513976_10_0,internal,2406.11,584.53,"[':3745513976_4_0', '-392689404_0']","[':3745513976_0_0', ':3745513976_1_0', ':3745513976_7_0', ':3745513976_8_0']"
:3745513976_11_0,internal,2405.95,581.61,"[':3745513976_5_0', '-392689404_0', '475039276#1_0']","[':3745513976_1_0', ':3745513976_6_0']"
:3745513977_16_0,internal,2357.37,592.00,"[':3745513977_6_0', '475039276#0_0']","[':3745513977_1_0', ':3745513977_2_0', ':3745513977_9_0', ':3745513977_10_0', ':3745513977_11_0', ':3745513977_12_0', ':3745513977_13_0']"
:3745513977_17_0,internal,2360.43,591.46,"[':3745513977_7_0', '-250683471#1_0', '250683471#0_0', '475039276#0_0']","[':3745513977_2_0', ':3745513977_8_0', ':3745513977_13_0']"
:3745513977_18_0,internal,2357.37,592.01,"[':3745513977_14_0', '-475039276#1_0']","[':3745513977_1_0', ':3745513977_2_0', ':3745513977_3_0', ':3745513977_4_0', ':3745513977_5_0', ':3745513977_9_0', ':3745513977_10_0']"
:3745513977_19_0,internal,2354.04,592.53,"[':3745513977_15_0', '-250683471#1_0', '-475039276#1_0', '250683471#0_0']","[':3745513977_0_0', ':3745513977_5_0', ':3745513977_10_0']"
:3799269565_16_0,internal,2086.45,653.37,"[':3799269565_6_0', '408197311#3_0']","[':3799269565_1_0', ':3799269565_2_0', ':3799269565_9_0', ':3799269565_10_0', ':3799269565_11_0', ':3799269565_12_0', ':3799269565_13_0']"
:3799269565_17_0,internal,2089.67,652.82,"[':3799269565_7_0', '-250683470#1_0', '250683470#0_0', '408197311#3_0']","[':3799269565_2_0', ':3799269565_8_0', ':3799269565_13_0']"
:3799269565_18_0,internal,2086.57,653.36,"[':3799269565_14_0', '-408197311#4_0']","[':3799269565_1_0', ':3799269565_2_0', ':3799269565_3_0', ':3799269565_4_0', ':3799269565_5_0', ':3799269565_9_0', ':3799269565_10_0']"
:3799269565_19_0,internal,2083.49,653.98,"[':3799269565_15_0', '-250683470#1_0', '-408197311#4_0', '250683470#0_0']","[':3799269565_0_0', ':3799269565_5_0', ':3799269565_10_0']"
:3808029126_6_0,internal,2158.31,639.63,"[':3808029126_3_0', '395173809#4_0', '408197311#4_0']","[':3808029126_1_0', ':3808029126_4_0']"
:3808029126_7_0,internal,2156.83,639.86,"[':3808029126_5_0', '-408197311#5_0', '395173809#4_0']","[':3808029126_0_0', ':3808029126_2_0']"
:3874914700_4_0,internal,1339.77,513.47,"[':3874914700_1_0', '384196611_0']",[':3874914700_2_0']
:3874914700_5_0,internal,1340.66,513.29,"[':3874914700_3_0', '-384196608_0']",[':3874914700_0_0']
:3874914701_4_0,internal,1341.26,519.94,"[':3874914701_1_0', '384196608_0']",[':3874914701_2_0']
:3874914701_5_0,internal,1342.14,519.74,"[':3874914701_3_0', '-450271746#0_0']",[':3874914701_0_0']
:3958769581_16_0,internal,1347.76,550.09,"[':3958769581_2_0', '450271746#2_0']","[':3958769581_5_0', ':3958769581_6_0', ':3958769581_7_0', ':3958769581_8_0', ':3958769581_9_0', ':3958769581_13_0', ':3958769581_14_0']"
:3958769581_17_0,internal,1347.96,551.07,"[':3958769581_3_0', '-361585732#1_0', '361585732#0_0', '450271746#2_0']","[':3958769581_4_0', ':3958769581_9_0', ':3958769581_14_0']"
:3958769581_18_0,internal,1347.73,546.36,"[':3958769581_6_0', '-361585732#1_0']","[':3958769581_1_0', ':3958769581_2_0', ':3958769581_9_0', ':3958769581_10_0', ':3958769581_11_0', ':3958769581_12_0', ':3958769581_13_0']"
:3958769581_19_0,internal,1348.42,546.27,"[':3958769581_7_0', '-361585732#1_0', '-450271746#3_0', '450271746#2_0']","[':3958769581_2_0', ':3958769581_8_0', ':3958769581_13_0']"
:3958769581_20_0,internal,1347.44,543.86,"[':3958769581_10_0', '-450271746#3_0']","[':3958769581_0_0', ':3958769581_1_0', ':3958769581_5_0', ':3958769581_6_0', ':3958769581_13_0', ':3958769581_14_0', ':3958769581_15_0']"
:3958769581_21_0,internal,1347.11,542.20,"[':3958769581_11_0', '-361585732#1_0', '-450271746#3_0', '361585732#0_0']","[':3958769581_1_0', ':3958769581_6_0', ':3958769581_12_0']"
:3958769581_22_0,internal,1347.34,546.44,"[':3958769581_14_0', '361585732#0_0']","[':3958769581_1_0', ':3958769581_2_0', ':3958769581_3_0', ':3958769581_4_0', ':3958769581_5_0', ':3958769581_9_0', ':3958769581_10_0']"
:3958769581_23_0,internal,1346.64,546.63,"[':3958769581_15_0', '-450271746#3_0', '361585732#0_0', '450271746#2_0']","[':3958769581_0_0', ':3958769581_5_0', ':3958769581_10_0']"
:3958769590_4_0,internal,1499.78,725.60,"[':3958769590_1_0', '392689403#1_0']",[':3958769590_2_0']
:3958769590_5_0,internal,1500.55,727.56,"[':3958769590_3_0', '-361585734_0']",[':3958769590_0_0']
:3980755367_9_0,internal,2170.71,648.13,"[':3980755367_4_0', '370878973#0_0']","[':3980755367_1_0', ':3980755367_2_0', ':3980755367_6_0', ':3980755367_7_0']"
:3980755367_10_0,internal,2172.77,647.14,"[':3980755367_5_0', '370878973#0_0', '395173809#3_0']","[':3980755367_2_0', ':3980755367_7_0']"
:3980755367_11_0,internal,2165.10,649.66,"[':3980755367_8_0', '-370878973#1_0', '395173809#3_0']","[':3980755367_0_0', ':3980755367_3_0']"
:4044380563_4_0,internal,2259.55,366.63,"[':4044380563_1_0', '548881046#1_0']",[':4044380563_2_0']
:4044380563_5_0,internal,2262.80,366.06,"[':4044380563_3_0', '-363081449#0_0']",[':4044380563_0_0']
:4073397977_9_0,internal,2261.61,1043.12,"[':4073397977_4_0', '548881049_0']","[':4073397977_1_0', ':4073397977_2_0', ':4073397977_6_0', ':4073397977_7_0']"
:4073397977_10_0,internal,2263.54,1042.84,"[':4073397977_5_0', '316905861#2_1', '548881049_0']","[':4073397977_2_0', ':4073397977_7_0']"
:4073397977_11_0,internal,2257.52,1043.94,"[':4073397977_8_0', '316905861#2_0', '424959220_0']","[':4073397977_0_0', ':4073397977_3_0']"
:4081430296_6_0,internal,2137.87,391.55,"[':4081430296_3_0', '-47519280#2_0', '406017620#1_0']","[':4081430296_1_0', ':4081430296_4_0']"
:4081430296_7_0,internal,2138.73,391.48,"[':4081430296_5_0', '406017620#1_0', '47519280#1_0']","[':4081430296_0_0', ':4081430296_2_0']"
:4085724813_9_0,internal,2133.54,285.61,"[':4085724813_1_0', '404287181#2_0']","[':4085724813_4_0', ':4085724813_5_0', ':4085724813_6_0', ':4085724813_7_0']"
:4085724813_10_0,internal,2135.68,284.26,"[':4085724813_2_0', '-410000816_0', '404287181#2_0']","[':4085724813_3_0', ':4085724813_7_0']"
:4085724813_11_0,internal,2131.79,287.62,"[':4085724813_8_0', '-489344451#0_0']","[':4085724813_0_0', ':4085724813_4_0']"
:4118621904_9_0,internal,2235.46,797.33,"[':4118621904_2_0', '-119372736#3_0', '395173811#1_0']","[':4118621904_3_0', ':4118621904_6_0']"
:4118621904_10_0,internal,2234.38,797.47,"[':4118621904_7_0', '119372736#2_0']","[':4118621904_0_0', ':4118621904_1_0', ':4118621904_4_0', ':4118621904_5_0']"
:4118621904_11_0,internal,2234.36,797.52,"[':4118621904_8_0', '119372736#2_0', '395173811#1_0']","[':4118621904_1_0', ':4118621904_5_0']"
